Iterating over heap. This may take a while...
Object Histogram:

num       #instances    #bytes  Class description
--------------------------------------------------------------------------
808:            8       320     sun.nio.cs.ISO_8859_1$Decoder
809:            10      320     java.security.AlgorithmParameters
810:            8       320     java.util.regex.Pattern$Loop
811:            8       320     com.sun.org.apache.xalan.internal.utils.XMLSecurityManager$Limit
812:            3       312     com.alibaba.druid.stat.JdbcConnectionStat
813:            13      312     org.apache.log4j.Level
814:            13      312     java.lang.management.ManagementPermission
815:            6       312     com.sun.org.apache.xerces.internal.impl.xs.util.SimpleLocator[]
816:            6       288     sun.nio.ch.WindowsSelectorImpl$FdMap
817:            9       288     org.apache.tomcat.util.collections.SynchronizedStack
818:            12      288     com.alibaba.druid.sql.ast.expr.SQLCharExpr
819:            9       288     jdk.internal.org.objectweb.asm.Type
820:            9       288     org.springframework.asm.Type
821:            12      288     com.alibaba.druid.pool.PreparedStatementPool
822:            8       288     java.lang.Boolean[]
823:            12      288     java.lang.invoke.Invokers
824:            6       288     com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl$ElementStack
825:            12      288     java.io.OutputStreamWriter
826:            6       288     sun.misc.URLClassPath
827:            1       288     org.jsoup.parser.TokeniserState[]
828:            18      288     org.springframework.scheduling.support.CronTrigger
829:            12      288     org.apache.tomcat.util.net.jsse.openssl.Authentication
830:            12      288     com.sun.org.apache.xerces.internal.impl.xpath.regex.Token$CharToken
831:            9       288     org.apache.catalina.valves.AbstractAccessLogValve$DateFormatCache
832:            3       288     com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDProcessor
833:            9       288     java.net.URI$Parser
834:            6       288     ch.qos.logback.classic.pattern.ExtendedThrowableProxyConverter
835:            12      288     ch.qos.logback.core.joran.spi.HostClassAndPropertyDouble
836:            4       288     ch.qos.logback.classic.spi.LoggingEvent
837:            6       288     sun.nio.ch.SelectionKeyImpl[]
838:            9       288     java.util.logging.Level
839:            6       288     ch.qos.logback.classic.pattern.DateConverter
840:            5       280     java.lang.String[][]
841:            7       280     java.lang.ClassLoader$NativeLibrary
842:            7       280     org.apache.jasper.compiler.Mark
843:            7       280     java.io.BufferedWriter
844:            17      272     java.nio.channels.spi.AbstractInterruptibleChannel$1
845:            11      264     java.net.StandardSocketOptions$StdSocketOption
846:            11      264     org.apache.http.message.ParserCursor
847:            11      264     org.apache.commons.httpclient.HttpVersion
848:            11      264     sun.nio.ch.Util$BufferCache
849:            16      256     java.util.Formatter$Flags
850:            8       256     org.apache.commons.httpclient.StatusLine
851:            2       256     org.apache.coyote.http11.Http11NioProcessor
852:            8       256     sun.security.x509.CertificatePoliciesExtension
853:            4       256     com.sun.org.apache.xerces.internal.impl.xs.XSElementDecl[]
854:            16      256     org.eclipse.jdt.internal.compiler.impl.IntConstant
855:            8       256     com.sun.org.apache.xalan.internal.utils.XMLSecurityManager
856:            8       256     sun.misc.ProxyGenerator$PrimitiveTypeInfo
857:            4       256     org.apache.juli.DateFormatCache$Cache
858:            8       248     java.lang.invoke.LambdaForm$BasicType[]
859:            3       240     com.sun.org.apache.xerces.internal.impl.xs.XSComplexTypeDecl[]
860:            6       240     org.apache.commons.httpclient.ContentLengthInputStream
861:            6       240     com.sun.org.apache.xerces.internal.impl.validation.ValidationState
862:            6       240     sun.management.MemoryPoolImpl$PoolSensor
863:            6       240     java.util.Formatter$Flags[]
864:            5       240     ch.qos.logback.core.rolling.helper.TimeBasedArchiveRemover
865:            10      240     org.apache.catalina.webresources.EmptyResource
866:            6       240     sun.management.MemoryPoolImpl$CollectionSensor
867:            3       240     org.apache.catalina.core.StandardWrapperValve
868:            10      240     java.util.concurrent.ConcurrentHashMap$KeySetView
869:            10      240     java.io.InputStreamReader
870:            2       240     sun.nio.cs.CharsetMapping$Entry[]
871:            6       240     short[][]
872:            15      240     com.mysql.jdbc.authentication.MysqlClearPasswordPlugin
873:            6       240     com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDDescription
874:            10      240     java.lang.annotation.ElementType
875:            15      240     com.mysql.jdbc.authentication.Sha256PasswordPlugin
876:            6       240     java.util.Formatter$FormatSpecifier
877:            6       240     java.lang.invoke.BoundMethodHandle$SpeciesData[]
878:            5       240     ch.qos.logback.core.recovery.ResilientFileOutputStream
879:            10      240     java.security.CryptoPrimitive
880:            6       240     com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl$ElementStack2
881:            6       240     java.io.PrintWriter
882:            10      240     sun.security.x509.Extension
883:            6       240     ch.qos.logback.classic.pattern.LoggerConverter
884:            4       224     org.apache.tomcat.util.descriptor.web.LifecycleCallbackRule
885:            14      224     java.beans.PropertyChangeSupport$PropertyChangeListenerMap
886:            4       224     org.apache.tomcat.util.descriptor.web.CallMethodMultiRule
887:            7       224     sun.security.x509.NetscapeCertTypeExtension
888:            2       224     org.apache.catalina.connector.Connector
889:            14      224     sun.security.x509.DNSName
890:            7       224     java.util.concurrent.locks.ReentrantLock$FairSync
891:            9       216     org.springframework.beans.factory.config.BeanExpressionContext
892:            9       216     java.util.regex.Pattern$Prolog
893:            9       216     java.util.logging.Level$KnownLevel
894:            3       216     org.apache.juli.ClassLoaderLogManager$RootLogger
895:            9       216     com.alibaba.druid.util.Histogram
896:            9       216     org.eclipse.jdt.internal.compiler.lookup.TypeConstants$CloseMethodRecord
897:            9       216     org.apache.tomcat.util.net.SocketStatus
898:            3       216     org.apache.http.client.utils.URIBuilder
899:            9       216     org.apache.tomcat.util.buf.StringCache$ByteEntry
900:            9       216     sun.util.logging.PlatformLogger$Level
901:            3       216     com.alibaba.druid.stat.JdbcResultSetStat
902:            9       216     ch.qos.logback.core.rolling.helper.PeriodicityType
903:            3       216     com.alibaba.druid.stat.JdbcStatementStat
904:            9       216     com.alibaba.druid.pool.PreparedStatementPool$MethodType
905:            7       208     java.lang.invoke.LambdaForm$NamedFunction[]
906:            2       208     sun.net.www.protocol.file.FileURLConnection
907:            2       208     org.apache.tomcat.util.net.SocketProperties
908:            1       200     org.apache.coyote.ActionCode[]
909:            5       200     org.apache.tomcat.util.log.UserDataHelper
910:            5       200     org.apache.catalina.mbeans.ContainerMBean
911:            2       200     java.text.DateFormat$Field[]
912:            5       200     java.lang.invoke.BoundMethodHandle$SpeciesData
913:            1       200     org.springframework.beans.factory.support.DefaultListableBeanFactory
914:            4       192     org.apache.tomcat.util.net.NioEndpoint$Poller
915:            4       192     org.apache.tomcat.util.http.MimeHeaderField[]
916:            6       192     ch.qos.logback.classic.pattern.LineSeparatorConverter
917:            8       192     org.jsoup.select.CombiningEvaluator$And
918:            6       192     ch.qos.logback.classic.pattern.MessageConverter
919:            8       192     java.util.regex.Pattern$SliceI
920:            2       192     org.apache.tomcat.util.threads.ThreadPoolExecutor
921:            4       192     float[]
922:            6       192     sun.nio.ch.WindowsSelectorImpl$SubSelector
923:            8       192     org.apache.tomcat.util.digester.SetPropertiesRule
924:            2       192     org.apache.coyote.http11.InternalNioInputBuffer
925:            6       192     com.sun.org.apache.xerces.internal.impl.XMLEntityManager$CharacterBuffer[]
926:            2       192     org.apache.http.impl.client.DefaultHttpClient
927:            8       192     com.sun.org.apache.xalan.internal.utils.FeatureManager
928:            8       192     com.sun.org.apache.xalan.internal.utils.XMLSecurityPropertyManager
929:            2       192     sun.security.provider.Sun
930:            6       192     java.lang.invoke.LambdaForm$BasicType
931:            8       192     org.springframework.core.convert.support.GenericConversionService$ConverterFactoryAdapte
r
932:            6       192     ch.qos.logback.classic.pattern.LevelConverter
933:            6       192     com.sun.org.apache.xerces.internal.impl.dtd.XMLElementDecl
934:            2       192     org.eclipse.jdt.internal.compiler.CompilationResult
935:            2       192     sun.nio.ch.ServerSocketChannelImpl
936:            2       192     sun.net.www.protocol.jar.URLJarFile$URLJarFileEntry
937:            6       192     sun.nio.ch.PollArrayWrapper
938:            6       192     org.apache.tomcat.util.collections.SynchronizedQueue
939:            3       192     com.sun.org.apache.xerces.internal.impl.XMLEntityScanner
940:            8       192     java.math.RoundingMode
941:            2       192     org.apache.coyote.Response
942:            8       192     java.lang.invoke.MethodHandleImpl$Intrinsic
943:            8       192     sun.security.x509.PolicyInformation
944:            6       192     javax.servlet.jsp.tagext.TagVariableInfo
945:            4       192     com.mysql.jdbc.exceptions.jdbc4.MySQLSyntaxErrorException
946:            6       192     org.springframework.http.converter.StringHttpMessageConverter
947:            4       192     org.apache.catalina.util.Extension
948:            6       192     org.apache.catalina.core.StandardPipeline
949:            12      192     sun.security.x509.CertificatePolicyId
950:            2       192     sun.security.jgss.SunProvider
951:            6       192     sun.nio.ch.AllocatedNativeObject
952:            4       192     com.sun.org.apache.xerces.internal.impl.xs.SchemaGrammar$BuiltinAttrDecl
953:            6       192     com.sun.org.apache.xerces.internal.impl.xpath.regex.Token$ClosureToken
954:            4       184     com.sun.org.apache.xerces.internal.utils.XMLSecurityManager$State[]
955:            2       176     org.apache.coyote.RequestInfo
956:            11      176     com.sun.proxy.$Proxy0
957:            11      176     java.util.regex.Pattern$Dot
958:            1       176     org.apache.tomcat.util.descriptor.web.WebXml
959:            11      176     com.sun.proxy.$Proxy4
960:            2       176     org.apache.catalina.deploy.NamingResourcesImpl
961:            11      176     com.sun.org.apache.xerces.internal.impl.xs.util.XInt
962:            2       176     sun.net.www.protocol.jar.JarURLConnection
963:            11      176     java.text.NumberFormat$Field
964:            7       168     ch.qos.logback.classic.Level
965:            1       168     org.apache.catalina.core.StandardHost
966:            7       168     org.apache.tomcat.util.net.jsse.openssl.MessageDigest
967:            3       168     com.sun.org.apache.xerces.internal.impl.xs.XSDDescription
968:            7       168     com.sun.org.apache.xerces.internal.util.FeatureState
969:            1       168     java.math.BigInteger[][]
970:            3       168     com.sun.org.apache.xerces.internal.jaxp.SAXParserImpl
971:            7       168     com.sun.management.VMOption$Origin
972:            7       168     org.apache.tomcat.util.net.AbstractEndpoint$Handler$SocketState
973:            7       168     java.util.regex.Pattern$CharProperty$1
974:            3       168     java.util.zip.ZipFile$ZipFileInflaterInputStream
975:            7       168     org.apache.tomcat.util.net.jsse.openssl.EncryptionLevel
976:            7       168     sun.security.x509.NetscapeCertTypeExtension$MapEntry
977:            3       168     javax.management.openmbean.OpenMBeanOperationInfoSupport
978:            7       168     com.jinba.spider.core.Params
979:            7       168     java.net.NetPermission
980:            1       168     com.alibaba.druid.sql.ast.expr.SQLBinaryOperator[]
981:            3       168     java.util.zip.ZipFile$ZipFileInputStream
982:            5       160     sun.util.locale.provider.LocaleProviderAdapter$Type
983:            5       160     java.lang.invoke.BoundMethodHandle$Species_L
984:            5       160     org.apache.tomcat.util.digester.RulesBase
985:            4       160     java.util.IdentityHashMap
986:            10      160     org.apache.tomcat.util.threads.TaskThread$WrappingRunnable
987:            5       160     java.util.Random
988:            3       160     com.alibaba.fastjson.parser.ParseContext[]
989:            2       160     java.util.zip.ZipEntry
990:            5       160     javax.management.MBeanConstructorInfo
991:            10      160     java.util.regex.Pattern$Begin
992:            5       160     java.net.Inet6Address
993:            5       160     javax.management.StandardEmitterMBean
994:            2       160     com.alibaba.druid.proxy.jdbc.StatementProxyImpl
995:            4       160     org.apache.tomcat.util.descriptor.web.CallParamMultiRule
996:            5       160     ch.qos.logback.core.rolling.helper.Compressor
997:            2       160     org.apache.coyote.http11.InternalNioOutputBuffer
998:            5       160     java.net.Inet6Address$Inet6AddressHolder
999:            5       160     java.util.concurrent.ConcurrentHashMap$ForwardingNode
1000:           5       160     javax.management.MBeanNotificationInfo
1001:           2       160     org.apache.coyote.http11.filters.ChunkedInputFilter
1002:           5       160     sun.security.x509.ExtendedKeyUsageExtension
1003:           5       160     org.apache.naming.NamingContext
1004:           2       160     org.apache.catalina.connector.OutputBuffer
1005:           2       160     org.springframework.util.ConcurrentReferenceHashMap$Segment[]
1006:           10      160     org.springframework.core.convert.support.ObjectToStringConverter
1007:           2       160     com.alibaba.fastjson.parser.JSONScanner
1008:           1       152     org.apache.catalina.session.StandardManager
1009:           2       152     int[][]
1010:           1       152     org.apache.catalina.loader.WebappClassLoader
1011:           2       144     java.math.BigDecimal[]
1012:           1       144     java.lang.reflect.Field[]
1013:           6       144     org.apache.commons.httpclient.WireLogInputStream
1014:           2       144     com.alibaba.fastjson.util.ASMClassLoader
1015:           6       144     org.jsoup.select.QueryParser
1016:           3       144     sun.text.normalizer.CharTrie
1017:           2       144     com.alibaba.druid.stat.JdbcDataSourceStat
1018:           3       144     java.util.Map[]
1019:           6       144     sun.nio.ch.PipeImpl
1020:           6       144     org.apache.catalina.core.ContainerBase$StartStopThreadFactory
1021:           6       144     org.jsoup.parser.TokenQueue
1022:           6       144     sun.security.ssl.ProtocolVersion
1023:           6       144     org.jsoup.select.Evaluator[]
1024:           9       144     java.util.concurrent.atomic.AtomicLongArray
1025:           6       144     org.apache.commons.httpclient.AutoCloseInputStream
1026:           6       144     sun.nio.ch.WindowsSelectorImpl$StartLock
1027:           6       144     sun.security.util.DisabledAlgorithmConstraints$KeySizeConstraint$Operator
1028:           6       144     com.sun.org.apache.xerces.internal.util.Status
1029:           6       144     java.lang.Thread$State
1030:           6       144     org.jsoup.parser.Token$TokenType
1031:           6       144     sun.nio.ch.WindowsSelectorImpl$FinishLock
1032:           9       144     com.sun.proxy.$Proxy5
1033:           9       144     org.springframework.web.context.request.RequestScope
1034:           2       144     org.apache.tomcat.util.http.Parameters
1035:           6       144     sun.misc.PerfCounter
1036:           6       144     java.util.Formatter$FixedString
1037:           6       144     com.sun.org.apache.xerces.internal.impl.dtd.XMLAttributeDecl
1038:           3       144     org.apache.http.pool.AbstractConnPool$2
1039:           3       144     com.sun.org.apache.xerces.internal.util.XMLAttributesImpl
1040:           1       144     org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter
1041:           2       144     org.apache.tomcat.util.descriptor.web.ServletDef
1042:           6       144     ch.qos.logback.core.pattern.FormatInfo
1043:           6       144     com.sun.org.apache.xerces.internal.impl.dtd.DTDGrammarBucket
1044:           1       144     com.mysql.jdbc.Field
1045:           9       144     sun.security.ec.ECParameters
1046:           2       144     org.apache.catalina.connector.InputBuffer
1047:           3       144     java.lang.ThreadGroup
1048:           6       144     org.apache.coyote.http11.AbstractNioInputBuffer$HeaderParsePosition
1049:           1       136     org.apache.catalina.valves.AccessLogValve
1050:           1       136     com.sun.org.apache.xerces.internal.impl.dv.xs.TypeValidator[]
1051:           1       136     java.time.temporal.ChronoField[]
1052:           1       128     org.springframework.web.context.support.XmlWebApplicationContext
1053:           4       128     org.apache.coyote.http11.OutputFilter[]
1054:           2       128     com.alibaba.fastjson.parser.DefaultJSONParser
1055:           4       128     java.util.RegularEnumSet
1056:           4       128     com.google.common.collect.HashMultiset
1057:           2       128     com.alibaba.druid.stat.JdbcDataSourceStat$1
1058:           1       128     org.apache.catalina.core.StandardEngine
1059:           2       128     sun.nio.cs.ext.DoubleByte$Encoder_DBCSONLY
1060:           1       128     org.apache.coyote.http11.Http11NioProtocol
1061:           8       128     org.apache.http.config.RegistryBuilder
1062:           2       128     com.alibaba.druid.sql.dialect.mysql.parser.MySqlLexer
1063:           4       128     org.springframework.web.method.annotation.RequestParamMethodArgumentResolver
1064:           2       128     com.sun.org.apache.xerces.internal.impl.xpath.regex.RegularExpression
1065:           2       128     org.apache.catalina.connector.Response
1066:           2       128     org.apache.catalina.util.ParameterMap
1067:           2       128     java.io.ExpiringCache$1
1068:           4       128     com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$ArrayMapping
1069:           4       128     java.io.FileInputStream
1070:           4       128     org.apache.coyote.http11.InputFilter[]
1071:           4       128     sun.util.locale.provider.LocaleServiceProviderPool
1072:           4       128     org.springframework.http.converter.xml.Jaxb2RootElementHttpMessageConverter
1073:           3       120     com.sun.org.apache.xerces.internal.utils.XMLLimitAnalyzer
1074:           5       120     com.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager$State
1075:           3       120     com.sun.org.apache.xerces.internal.impl.XMLEntityManager$CharacterBufferPool
1076:           3       120     javax.net.ssl.SSLParameters
1077:           5       120     com.sun.org.apache.xalan.internal.utils.XMLSecurityManager$State
1078:           3       120     com.sun.org.apache.xerces.internal.impl.XMLErrorReporter
1079:           3       120     com.sun.org.apache.xerces.internal.util.SymbolTable
1080:           5       120     org.apache.catalina.valves.AbstractAccessLogValve$FormatType
1081:           5       120     ch.qos.logback.core.rolling.helper.RenameUtil
1082:           3       120     java.lang.invoke.BoundMethodHandle$Species_LL
1083:           5       120     javax.servlet.DispatcherType
1084:           5       120     com.jinba.core.BaseClawer$ActionRes
1085:           3       120     java.util.concurrent.LinkedBlockingDeque
1086:           3       120     com.sun.xml.internal.stream.XMLEntityStorage
1087:           5       120     org.apache.http.message.BasicHeaderElement
1088:           5       120     com.sun.org.apache.xalan.internal.utils.FeaturePropertyBase$State
1089:           5       120     org.apache.tomcat.util.descriptor.tld.TldRuleSet$GenericBooleanRule
1090:           5       120     org.apache.http.auth.AuthProtocolState
1091:           5       120     ch.qos.logback.core.subst.Token$Type
1092:           3       120     com.sun.org.apache.xerces.internal.utils.XMLSecurityManager
1093:           5       120     sun.nio.fs.WindowsPathType
1094:           3       120     com.alibaba.druid.sql.ast.expr.SQLBinaryOpExpr
1095:           5       120     org.apache.http.HeaderElement[]
1096:           5       120     com.sun.org.apache.xerces.internal.util.PropertyState
1097:           5       120     sun.misc.FloatingDecimal$PreparedASCIIToBinaryBuffer
1098:           5       120     javax.management.NotificationBroadcasterSupport
1099:           5       120     com.sun.org.apache.xerces.internal.impl.xs.traversers.LargeContainer
1100:           3       120     org.jsoup.parser.Token$EndTag
1101:           5       120     ch.qos.logback.core.pattern.parser.TokenStream$TokenizerState
1102:           5       120     org.apache.naming.NamingEntry
1103:           5       120     sun.security.jca.ServiceId
1104:           5       120     org.eclipse.jdt.internal.compiler.parser.Scanner$Goal
1105:           3       120     com.sun.org.apache.xerces.internal.impl.XMLVersionDetector
1106:           5       120     com.sun.org.apache.xerces.internal.utils.XMLSecurityManager$State
1107:           5       120     ch.qos.logback.core.util.AggregationType
1108:           5       120     java.util.Collections$SetFromMap
1109:           5       120     org.springframework.core.io.FileSystemResource
1110:           2       112     java.security.CryptoPrimitive[]
1111:           2       112     org.apache.catalina.core.NamingContextListener
1112:           2       112     java.net.SocketPermission
1113:           2       112     org.apache.tomcat.util.net.NioSelectorPool
1114:           4       112     com.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager$State[]
1115:           2       112     java.lang.invoke.MethodType[]
1116:           1       112     java.time.LocalTime[]
1117:           1       112     org.apache.catalina.core.StandardServer
1118:           2       112     org.apache.catalina.connector.CoyoteReader
1119:           1       112     org.jsoup.parser.HtmlTreeBuilderState[]
1120:           7       112     org.springframework.util.LinkedMultiValueMap
1121:           2       112     org.apache.tomcat.util.descriptor.web.WebRuleSet
1122:           2       112     org.eclipse.jdt.internal.compiler.lookup.LocalVariableBinding[]
1123:           7       112     org.apache.catalina.valves.AbstractAccessLogValve$StringElement
1124:           1       112     com.alibaba.fastjson.serializer.SerializerFeature[]
1125:           1       112     java.util.concurrent.RunnableScheduledFuture[]
1126:           1       112     org.apache.jasper.JspCompilationContext
1127:           2       112     org.apache.tomcat.util.threads.TaskQueue
1128:           5       112     java.beans.PropertyChangeListener[]
1129:           2       112     org.apache.coyote.RequestGroupInfo
1130:           2       112     org.apache.catalina.mapper.MappingData
1131:           2       112     org.apache.tomcat.util.descriptor.tld.TaglibXml
1132:           2       112     sun.nio.cs.ext.DoubleByte$Decoder_DBCSONLY
1133:           6       104     org.eclipse.jdt.internal.compiler.lookup.ReferenceBinding[]
1134:           1       104     org.apache.catalina.realm.LockOutRealm
1135:           1       104     com.alibaba.druid.proxy.jdbc.ResultSetProxyImpl
1136:           1       104     org.apache.jasper.servlet.JasperLoader
1137:           2       104     ch.qos.logback.core.rolling.helper.PeriodicityType[]
1138:           1       104     org.apache.tomcat.websocket.server.WsServerContainer
1139:           3       96      sun.reflect.UnsafeIntegerFieldAccessorImpl
1140:           1       96      org.apache.tomcat.util.net.jsse.openssl.Encryption[]
1141:           1       96      ch.qos.logback.classic.LoggerContext
1142:           6       96      sun.nio.ch.Util$2
1143:           3       96      org.springframework.web.servlet.mvc.method.annotation.RequestResponseBodyMethodProcessor

1144:           3       96      org.apache.http.message.BasicHeaderElementIterator
1145:           4       96      org.springframework.context.annotation.ScopedProxyMode
1146:           3       96      org.apache.tomcat.util.buf.UDecoder$DecodeException
1147:           2       96      org.apache.catalina.mbeans.NamingResourcesMBean
1148:           6       96      com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$PrologDriver
1149:           2       96      com.sun.jmx.mbeanserver.MBeanIntrospector$PerInterfaceMap
1150:           4       96      java.util.regex.Pattern$Dollar
1151:           4       96      com.sun.org.apache.xerces.internal.impl.xpath.regex.Token$ParenToken
1152:           3       96      sun.util.locale.provider.LocaleResources
1153:           4       96      com.sun.org.apache.xerces.internal.impl.RevalidationHandler[]
1154:           4       96      org.apache.tomcat.util.descriptor.web.TaglibLocationRule
1155:           6       96      ch.qos.logback.core.spi.AppenderAttachableImpl
1156:           2       96      com.alibaba.druid.sql.dialect.mysql.visitor.MySqlParameterizedOutputVisitor
1157:           4       96      org.springframework.context.support.MessageSourceAccessor
1158:           4       96      com.alibaba.druid.proxy.jdbc.StatementExecuteType
1159:           4       96      org.apache.tomcat.util.log.UserDataHelper$Config
1160:           6       96      com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$TrailingMiscDriver
1161:           1       96      sun.security.jca.ProviderList$1
1162:           1       96      sun.security.ec.SunEC
1163:           1       96      com.sun.crypto.provider.SunJCE
1164:           2       96      org.apache.catalina.connector.CoyoteWriter
1165:           4       96      com.jinba.pojo.AreaType
1166:           4       96      java.util.concurrent.Executors$DefaultThreadFactory
1167:           3       96      java.text.SimpleDateFormat[]
1168:           4       96      com.sun.org.apache.xerces.internal.impl.xpath.regex.Token$UnionToken
1169:           4       96      org.springframework.http.converter.xml.SourceHttpMessageConverter
1170:           6       96      ch.qos.logback.classic.pattern.EnsureExceptionHandling
1171:           3       96      java.util.concurrent.atomic.AtomicReferenceFieldUpdater$AtomicReferenceFieldUpdaterImpl
1172:           1       96      sun.security.rsa.SunRsaSign
1173:           2       96      java.util.Hashtable$Enumerator
1174:           1       96      sun.security.smartcardio.SunPCSC
1175:           3       96      org.springframework.util.PropertyPlaceholderHelper
1176:           3       96      org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor
1177:           3       96      com.sun.org.apache.xalan.internal.utils.XMLSecurityManager$NameMap
1178:           2       96      com.sun.jmx.mbeanserver.MBeanIntrospector$MBeanInfoMap
1179:           4       96      org.apache.tomcat.util.net.jsse.openssl.Protocol
1180:           1       96      com.sun.security.sasl.Provider
1181:           2       96      sun.management.GarbageCollectorImpl
1182:           4       96      org.eclipse.jdt.internal.compiler.ast.NullAnnotationMatching
1183:           4       96      org.apache.catalina.mapper.Mapper$MappedWrapper
1184:           4       96      ch.qos.logback.core.subst.Token
1185:           3       96      java.util.ArrayList$Itr
1186:           1       96      sun.misc.Launcher$AppClassLoader
1187:           3       96      sun.net.spi.DefaultProxySelector$NonProxyInfo
1188:           1       96      com.sun.net.ssl.internal.ssl.Provider
1189:           4       96      org.springframework.web.method.annotation.ModelAttributeMethodProcessor
1190:           2       96      org.apache.catalina.util.StandardSessionIdGenerator
1191:           3       96      com.sun.org.apache.xerces.internal.impl.XMLNSDocumentScannerImpl$NSContentDriver
1192:           4       96      org.apache.http.protocol.ChainBuilder
1193:           4       96      org.apache.tomcat.util.net.AbstractEndpoint$Acceptor$AcceptorState
1194:           4       96      java.util.regex.Pattern$7
1195:           6       96      org.jsoup.select.Evaluator$Tag
1196:           3       96      org.apache.juli.ClassLoaderLogManager$ClassLoaderLogInfo
1197:           4       96      org.apache.catalina.startup.ClassLoaderFactory$RepositoryType
1198:           4       96      com.sun.jmx.mbeanserver.StandardMBeanSupport
1199:           1       96      long[][]
1200:           3       96      sun.net.spi.DefaultProxySelector$3
1201:           3       96      com.sun.org.apache.xerces.internal.utils.XMLSecurityManager$NameMap
1202:           6       96      ch.qos.logback.classic.pattern.TargetLengthBasedClassNameAbbreviator
1203:           4       96      ch.qos.logback.core.pattern.parser.Token
1204:           1       96      org.apache.jasper.servlet.JspServletWrapper
1205:           6       96      org.apache.commons.httpclient.HttpMethodBase$1
1206:           6       96      ch.qos.logback.core.spi.FilterAttachableImpl
1207:           4       96      org.springframework.http.converter.ByteArrayHttpMessageConverter
1208:           3       96      java.nio.channels.SelectionKey[]
1209:           3       96      ch.qos.logback.core.joran.action.AppenderRefAction
1210:           3       96      java.security.BasicPermissionCollection
1211:           4       96      com.jinba.pojo.AnalysisType
1212:           1       96      org.springframework.web.servlet.view.InternalResourceViewResolver
1213:           1       96      org.apache.jasper.EmbeddedServletOptions
1214:           4       96      org.apache.juli.DateFormatCache
1215:           1       96      sun.font.AttributeValues
1216:           6       96      com.alibaba.fastjson.JSONObject
1217:           4       96      org.springframework.util.ConcurrentReferenceHashMap$TaskOption
1218:           1       96      sun.security.mscapi.SunMSCAPI
1219:           4       96      java.sql.SQLPermission
1220:           2       96      java.util.Properties$LineReader
1221:           1       96      com.sun.org.apache.xerces.internal.impl.xpath.regex.RegularExpression[]
1222:           4       96      org.apache.tomcat.util.http.MimeHeaders
1223:           3       96      com.sun.org.apache.xerces.internal.jaxp.SAXParserFactoryImpl
1224:           4       96      org.apache.catalina.WebResourceRoot$ResourceSetType
1225:           3       96      com.sun.org.apache.xerces.internal.util.NamespaceSupport
1226:           3       96      org.apache.coyote.ErrorState
1227:           4       96      org.springframework.web.util.UrlPathHelper
1228:           3       96      com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$EnumMapping
1229:           6       96      java.nio.channels.spi.AbstractSelector$1
1230:           1       96      org.jcp.xml.dsig.internal.dom.XMLDSigRI
1231:           4       96      sun.security.jca.GetInstance$Instance
1232:           4       96      java.text.Normalizer$Form
1233:           4       96      java.math.MathContext
1234:           2       96      javax.management.openmbean.TabularType
1235:           3       96      java.io.PrintStream
1236:           4       96      org.springframework.http.converter.ResourceHttpMessageConverter
1237:           6       96      com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$XMLDeclDriver
1238:           1       88      org.apache.catalina.realm.UserDatabaseRealm
1239:           1       88      com.alibaba.druid.filter.logging.Slf4jLogFilter
1240:           1       88      sun.security.util.ObjectIdentifier[]
1241:           1       88      org.jsoup.parser.HtmlTreeBuilder
1242:           1       88      sun.nio.cs.CharsetMapping
1243:           1       88      sun.misc.Launcher$ExtClassLoader
1244:           1       88      org.springframework.aop.aspectj.annotation.AnnotationAwareAspectJAutoProxyCreator
1245:           1       88      java.lang.Byte[][]
1246:           1       88      java.net.URLClassLoader
1247:           1       88      org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping
1248:           1       88      org.apache.jasper.compiler.Node$Root
1249:           2       80      org.apache.tomcat.util.log.SystemLogHandler
1250:           1       80      org.eclipse.jdt.internal.compiler.lookup.ProblemMethodBinding
1251:           1       80      org.springframework.beans.factory.config.PropertyPlaceholderConfigurer
1252:           1       80      org.jsoup.parser.Tokeniser
1253:           2       80      com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$TabularMapping
1254:           2       80      sun.management.MemoryManagerImpl
1255:           2       80      org.apache.coyote.AbstractProtocol$RecycledProcessors
1256:           1       80      org.eclipse.jdt.internal.compiler.lookup.ProblemReferenceBinding
1257:           2       80      org.springframework.util.ConcurrentReferenceHashMap
1258:           2       80      org.jsoup.parser.Token$StartTag
1259:           2       80      java.io.ExpiringCache
1260:           5       80      java.util.logging.ErrorManager
1261:           1       80      javax.websocket.CloseReason$CloseCodes[]
